Starting program at Sun Jan  9 15:57:31 2022

CUDA_PLAYOUT: 1, N_PLAYOUT: 256
N_SIMULATION: 100, EXPAND_BASE: 20

play: 0    ([ms])
32,  52.844, 484.742
34,  49.341, 458.017
36,  42.263, 408.097
38,  35.524, 359.506
40,  29.570, 311.863
42,  23.835, 261.948
44,  19.040, 224.056
46,  14.833, 190.089
48,  11.295, 155.447
50,   7.926, 121.182
52,   4.982,  88.096
54,   2.544,  57.588
56,   1.194,  35.074
58,   0.448,  17.203

play: 4    ([ms])
 0, 210.732, 1451.124
 2, 199.482, 1403.760
 4, 186.461, 1352.954
 6, 175.813, 1285.949
 8,  95.904, 623.919
10,  12.742,  72.402

play: 5    ([ms])
 0, 209.186, 1454.805
 2, 200.345, 1420.682
 4, 183.518, 1346.954
 6, 172.385, 1279.775
 8, 159.986, 1214.275
10, 147.772, 1145.010
12, 137.917, 1091.405
14, 128.932, 1024.014
16, 119.223, 967.193
18, 104.037, 878.949
20,  94.746, 821.350
22,  87.968, 755.862
24,  83.686, 682.257
26,  77.337, 623.725
28,  68.838, 572.159
30,  60.678, 519.779
32,  51.877, 462.043
34,  47.253, 430.983
36,  41.081, 386.689
38,  34.540, 336.335
40,  28.413, 295.295
42,  23.851, 260.657
44,  18.976, 219.002
46,  14.685, 182.008
48,  10.664, 148.025
50,   7.571, 115.073
52,   4.964,  84.947
54,   2.702,  58.648
55,   1.737,  45.806
56,   0.948,  32.460
58,   0.334,  11.547

play: 6    ([ms])
 0, 214.921, 1472.411
 2, 197.968, 1400.896
 4, 185.644, 1342.219
 6, 173.950, 1289.575
 8, 160.336, 1212.182
10, 148.121, 1143.236
12, 137.556, 1090.005
14, 128.704, 1044.823
16, 116.970, 973.794
18, 106.698, 913.002
20,  95.934, 851.035
22,  87.817, 761.277
24,  83.186, 698.093
26,  78.159, 643.001
28,  68.118, 573.041
30,  61.191, 530.060
32,  54.964, 487.927
34,  50.038, 451.907
36,  43.390, 403.984
38,  36.742, 356.131
39,  33.538, 328.773
40,  30.163, 306.565
42,  24.427, 265.709
44,  19.283, 221.515
46,  14.791, 178.777
48,  10.680, 144.962
50,   7.374, 112.001
52,   4.947,  87.032
54,   2.798,  57.128
56,   1.154,  32.902
58,   0.359,  12.615

play: 7    ([ms])
 0, 210.427, 1461.769
 2, 196.441, 1396.283
 4, 185.481, 1340.254
 6, 172.568, 1288.635
 8, 161.600, 1227.905
10, 150.883, 1172.372
12, 143.844, 1125.222
14, 139.845, 1064.713
16, 120.418, 986.430
18, 107.738, 916.651
20,  99.270, 870.290
22,  88.975, 795.866
24,  85.576, 732.745
26,  79.815, 671.616
28,  71.777, 621.055
30,  60.916, 545.451
32,  53.473, 488.739
34,  47.955, 451.384
36,  39.296, 390.798
38,  31.435, 331.875
40,  27.198, 298.894
42,  23.641, 267.727
44,  19.102, 225.121
46,  14.793, 187.451
48,  10.614, 153.775
50,   7.562, 118.035
52,   4.938,  89.019
54,   2.675,  60.016
56,   1.273,  37.032
58,   0.440,  17.843
59,   0.306,   9.982

play: 8    ([ms])
 0, 216.229, 1477.865
 2, 196.933, 1400.889
 4, 185.902, 1285.973
 6, 173.218, 1285.093
 8, 159.617, 1207.133
10, 150.360, 1136.364
12, 140.408, 1100.350
14, 129.021, 1024.202
16, 120.708, 966.017
18, 105.728, 883.872
20,  95.546, 832.930
22,  89.687, 756.990
24,  85.939, 724.163
26,  78.209, 646.768
28,  69.061, 587.330
30,  59.937, 520.876
32,  52.709, 472.082
34,  47.271, 429.556
36,  44.734, 406.890
37,  39.719, 374.256
39,  33.152, 322.851
41,  27.727, 282.290
42,  25.489, 259.479
43,  22.517, 235.348
44,  20.379, 211.895
45,  17.246, 176.923
46,   9.494, 103.836
48,   6.638,  85.010
50,   2.575,  42.187

play: 9    ([ms])
 0, 210.616, 1456.381
 2, 197.096, 1397.756
 4, 189.194, 1362.966
 6, 168.095, 1259.759
 8, 164.505, 1239.074
12, 137.647, 1085.127
14, 126.474, 1008.624
16, 119.168, 963.546
18, 108.563, 904.685
20,  95.643, 840.890
22,  88.910, 777.053
24,  85.396, 718.104
26,  80.768, 682.512
28,  71.522, 619.797
30,  63.828, 578.103
32,  53.979, 502.707
34,  48.981, 466.850
36,  39.690, 400.893
38,  33.051, 353.710
40,  27.801, 311.972
42,  22.848, 266.540
44,  18.061, 217.171
46,  14.932, 190.548
48,  10.943, 154.797
50,   7.709, 122.485
52,   4.957,  88.609
54,   3.034,  61.053
56,   0.892,  29.872
58,   0.360,  12.838


Program end at Sun Jan  9 21:32:05 2022

