Starting program at Sun Jan  9 14:04:48 2022

CUDA_PLAYOUT: 1, N_PLAYOUT: 1
N_SIMULATION: 100, EXPAND_BASE: 20

play: 0    ([ms])
58,   0.321,   0.052

play: 4    ([ms])
 0, 217.312,   5.812
 2, 205.493,   5.616
 4, 193.583,   5.392
 6, 180.119,   5.155
 8, 168.888,   4.896
10, 156.896,   4.736
12, 142.743,   4.144
14,  33.943,   1.017

play: 5    ([ms])
 0, 218.422,   5.811
 2, 204.882,   5.600
 4, 192.219,   5.345
 6, 174.710,   5.000
 8, 164.321,   4.785
10, 151.990,   4.565
12, 141.572,   4.355
14, 128.524,   4.043
16, 118.917,   3.788
18, 109.433,   3.582
20,  98.731,   3.333
22,  90.533,   3.144
24,  82.131,   2.950
26,  73.257,   2.717
28,  65.476,   2.506
30,  58.004,   2.280
32,  50.852,   2.120
34,  43.798,   1.910
36,  36.908,   1.677
38,  31.052,   1.484
40,  25.696,   1.301
42,  21.334,   1.135
44,  16.719,   0.957
46,  12.932,   0.802
48,   9.565,   0.630
50,   6.716,   0.475
52,   4.446,   0.356
54,   2.399,   0.233
56,   1.049,   0.138
58,   0.322,   0.052

play: 6    ([ms])
 0, 218.279,   5.807
 2, 205.077,   5.594
 4, 193.437,   5.411
 6, 180.493,   5.185
 8, 168.440,   4.957
10, 156.589,   4.700
12, 145.240,   4.502
14, 134.051,   4.253
16, 123.133,   4.030
18, 111.898,   3.757
20, 102.509,   3.538
22,  92.334,   3.288
24,  83.002,   3.035
26,  73.852,   2.804
28,  65.532,   2.576
30,  57.523,   2.359
32,  49.923,   2.103
34,  43.283,   1.905
36,  37.247,   1.705
38,  31.254,   1.494
40,  25.543,   1.284
42,  21.358,   1.130
44,  16.082,   0.915
46,  12.530,   0.764
48,   9.275,   0.613
50,   6.533,   0.478
52,   3.891,   0.335
54,   2.105,   0.221
56,   0.750,   0.117
58,   0.300,   0.047

play: 7    ([ms])
 0, 217.954,   5.809
 2, 205.368,   5.604
 4, 192.099,   5.383
 6, 179.883,   5.157
 8, 168.068,   4.956
10, 155.644,   4.653
12, 142.765,   4.396
14, 132.354,   4.173
16, 122.049,   3.964
18, 111.632,   3.699
20, 101.257,   3.452
22,  91.851,   3.219
24,  82.653,   2.980
26,  73.624,   2.734
28,  65.608,   2.504
30,  58.098,   2.296
32,  50.531,   2.099
34,  43.587,   1.878
36,  37.620,   1.686
38,  31.755,   1.503
40,  26.260,   1.319
42,  21.311,   1.124
44,  16.755,   0.923
46,  12.934,   0.754
48,   9.826,   0.610
50,   6.757,   0.475
52,   4.309,   0.358
54,   2.526,   0.253
56,   1.140,   0.154
58,   0.388,   0.070
59,   0.277,   0.040

play: 8    ([ms])
 0, 218.555,   5.826
 2, 204.835,   5.612
 4, 193.561,   5.424
 6, 180.995,   5.205
 8, 166.359,   4.921
10, 157.532,   4.739
12, 146.095,   4.502
14, 133.758,   4.235
16, 122.861,   4.010
18, 112.124,   3.741
20, 101.940,   3.502
22,  91.995,   3.241
24,  83.143,   2.980
26,  74.732,   2.786
28,  66.200,   2.568
30,  58.064,   2.312
32,  50.530,   2.077
34,  43.694,   1.872
36,  37.018,   1.635
38,  30.389,   1.411
40,  25.741,   1.260
42,  21.289,   1.096
44,  16.761,   0.913
46,  12.524,   0.736
48,   9.248,   0.598
50,   6.300,   0.457
52,   4.106,   0.348
54,   2.372,   0.235
56,   1.194,   0.158
57,   0.612,   0.105
59,   0.277,   0.040

play: 9    ([ms])
 0, 218.678,   5.796
 2, 205.601,   5.625
 4, 193.514,   5.407
 6, 179.826,   5.106
 8, 169.490,   4.988
10, 157.180,   4.697
12, 145.586,   4.471
14, 134.631,   4.249
16, 121.877,   3.972
18, 112.631,   3.756
20, 102.855,   3.540
22,  93.171,   3.299
24,  83.720,   3.042
26,  74.890,   2.821
28,  66.583,   2.613
30,  59.011,   2.407
32,  51.303,   2.161
34,  44.396,   1.942
36,  37.935,   1.728
38,  31.850,   1.502
40,  26.360,   1.299
42,  21.402,   1.116
44,  17.042,   0.964
46,  12.973,   0.790
48,   9.475,   0.621
50,   6.793,   0.497
52,   4.438,   0.358
54,   2.605,   0.254
56,   1.194,   0.163
58,   0.457,   0.090
59,   0.277,   0.040


Program end at Sun Jan  9 14:43:43 2022

